IBGE,Municipio,Population,Date,TotalVaccinations,PeopleVaccinated,PeopleFullyVaccinated,PercFullyVaccinated
1715259,Novo Jardim,2768,2022-06-27,3858,1807,1496,54.0462427745665
1715705,Palmeirante,6234,2022-06-27,6576,3363,2671,42.8456849534809
1715754,Palmeirópolis,7694,2022-06-27,12315,5503,4763,61.9053808162204
1716307,Pau D'Arco,4885,2022-06-27,5833,2694,2245,45.957011258956
1717206,Piraquê,3038,2022-06-27,5767,2914,2154,70.9019091507571
1718006,Porto Alegre do Tocantins,3200,2022-06-27,5390,2198,1993,62.28125
1718840,Sandolândia,3371,2022-06-27,6073,2812,2372,70.3648768911302
1718899,Santa Rita do Tocantins,2407,2022-06-27,3819,1714,1448,60.1578728707935
1720150,São Félix do Tocantins,1610,2022-06-27,2976,1311,1166,72.4223602484472
1720259,São Salvador do Tocantins,3106,2022-06-27,4804,1990,1785,57.4694140373471
1720853,Sucupira,2007,2022-06-27,3965,1714,1504,74.9377179870453
1720937,Taipas do Tocantins,2183,2022-06-27,4456,1756,1621,74.2556115437471
1721109,Tocantínia,7688,2022-06-27,9570,4517,3605,46.8912591050989
1721257,Tupirama,1952,2022-06-27,3356,1523,1291,66.1372950819672
2100402,Altamira do Maranhão,8250,2022-06-27,11793,5057,4245,51.4545454545455
2100550,Amapá do Maranhão,7047,2022-06-27,11103,5204,4073,57.7976443876827
2100709,Anajatuba,27170,2022-06-27,44258,18828,16673,61.3654766286345
2100808,Anapurus,16054,2022-06-27,22649,11219,8441,52.5787965616046
2100873,Araguanã,15675,2022-06-27,17615,7529,6401,40.8357256778309
2101103,Axixá,12234,2022-06-27,20737,9188,7989,65.301618440412
2101806,Benedito Leite,5643,2022-06-27,9553,4152,3523,62.4313308523835
2101905,Bequimão,21317,2022-06-27,32558,15013,12390,58.1226251348689
2101939,Bernardo do Mearim,6102,2022-06-27,11170,4894,4215,69.0757128810226
2102077,Bom Lugar,16578,2022-06-27,19451,8754,7646,46.1213656653396
2102374,Cachoeira Grande,9524,2022-06-27,11632,6000,4406,46.2620747585048
2102507,Cajari,19521,2022-06-27,21495,10613,7925,40.5973054659085
2102606,Cândido Mendes,20376,2022-06-27,26009,12076,9867,48.424617196702
2102903,Carutapera,24095,2022-06-27,32823,15738,12837,53.2766134052708
2103554,Conceição do Lago-Açu,16559,2022-06-27,19919,9510,7449,44.984600519355
2104073,Feira Nova do Maranhão,8506,2022-06-27,12451,5577,4669,54.8906654126499
2104081,Fernando Falcão,10559,2022-06-27,12070,5858,4480,42.4282602519178
2104107,Fortaleza dos Nogueiras,12662,2022-06-27,20633,9976,8073,63.7577002053388
2104305,Godofredo Viana,12104,2022-06-27,14372,7108,5826,48.132848645076
2104628,Governador Luiz Rocha,7878,2022-06-27,8804,4372,2858,36.2782432089363
2104701,Graça Aranha,6261,2022-06-27,7646,3794,2727,43.5553425970292
2105104,Icatu,27423,2022-06-27,36324,16945,13935,50.8150092987638
2105153,Igarapé do Meio,14470,2022-06-27,24290,10897,9095,62.8541810642709
2105203,Igarapé Grande,11453,2022-06-27,16697,7591,6535,57.0592857766524
2105351,Itaipava do Grajaú,16158,2022-06-27,14857,7364,5499,34.0326773115485
2105476,Jenipapo dos Vieiras,17123,2022-06-27,20578,9323,7460,43.5671319278164
2105609,Joselândia,16228,2022-06-27,18278,8726,6911,42.5868868622135
2105658,Junco do Maranhão,4334,2022-06-27,8839,4216,3400,78.4494693124135
2105989,Lajeado Novo,7653,2022-06-27,10720,5143,4293,56.0956487651901
2106003,Lima Campos,11943,2022-06-27,23549,10652,8974,75.1402495185464
2106375,Maranhãozinho,16754,2022-06-27,17991,8522,6841,40.8320401098245
2106409,Mata Roma,17122,2022-06-27,29552,13584,11153,65.1384184090644
2106508,Matinha,23591,2022-06-27,38571,18399,14568,61.7523631893519
2107258,Nova Colinas,5469,2022-06-27,10138,4521,3970,72.5909672700677
2108108,Paulo Ramos,21092,2022-06-27,26371,12735,9905,46.9609330551868
2108256,Pedro do Rosário,25560,2022-06-27,23163,11817,8439,33.0164319248826
2108702,Pio XII,21274,2022-06-27,36053,17368,13618,64.0124095139607
2109205,Presidente Juscelino,12939,2022-06-27,20296,9730,7460,57.655151093593
2109304,Presidente Vargas,11328,2022-06-27,22026,10865,8068,71.2217514124294
2109403,Primeira Cruz,15545,2022-06-27,21000,10235,7811,50.2476680604696
2109452,Raposa,31586,2022-06-27,40842,19169,15728,49.7942126258469
2110203,Santa Rita,38732,2022-06-27,60939,27074,22897,59.1164928224724
2110278,Santo Amaro do Maranhão,16219,2022-06-27,19005,8607,7163,44.1642518034404
2110302,Santo Antônio dos Lopes,14516,2022-06-27,32824,13901,12296,84.7065307247176
2110906,São Francisco do Maranhão,12226,2022-06-27,21210,8809,7871,64.3791918861443
2111532,São Pedro da Água Branca,12779,2022-06-27,14967,7308,5830,45.6217231395258
2111573,São Pedro dos Crentes,4700,2022-06-27,6313,3137,2454,52.2127659574468
2111672,São Roberto,6856,2022-06-27,9912,4427,3651,53.2526254375729
2112308,Tuntum,42242,2022-06-27,61846,28358,22944,54.315610056342
2112852,Vila Nova dos Martírios,13800,2022-06-27,15016,6816,5650,40.9420289855072
2112902,Vitória do Mearim,32956,2022-06-27,48629,22157,18474,56.0565602621677
2200277,Alegrete do Piauí,4921,2022-06-27,11904,4517,4266,86.689697216013
2200707,Anísio de Abreu,9994,2022-06-27,23127,8615,8188,81.9291574944967
2200806,Antônio Almeida,3175,2022-06-27,8391,3202,2955,93.0708661417323
2201150,Baixa Grande do Ribeiro,11751,2022-06-27,21714,9980,8071,68.6835162964854
2201309,Barreiras do Piauí,3356,2022-06-27,5987,2423,2123,63.2598331346842
2202455,Capitão Gervásio Oliveira,4127,2022-06-27,10159,3683,3464,83.9350617882239
2202539,Caraúbas do Piauí,5910,2022-06-27,14642,5687,5033,85.160744500846
2202653,Caxingó,5477,2022-06-27,12825,5101,4568,83.4033229870367
2202752,Colônia do Gurguéia,6545,2022-06-27,16386,6218,5748,87.8227654698243
2202851,Coronel José Dias,4688,2022-06-27,10910,4265,3953,84.3216723549488
2203354,Dirceu Arcoverde,7046,2022-06-27,14778,5695,5140,72.9491910303718
2203800,Flores do Piauí,4461,2022-06-27,8150,3776,3148,70.5671374131361
2204154,Francisco Macedo,3216,2022-06-27,6592,2654,2405,74.7823383084577
2204600,Hugo Napoleão,3880,2022-06-27,10398,3960,3640,93.8144329896907
2205151,Jacobina do Piauí,5718,2022-06-27,12325,4871,4482,78.3840503672613
2205532,Jurema,4790,2022-06-27,13429,5307,4777,99.7286012526096
2205573,Lagoa de São Francisco,6795,2022-06-27,15754,6267,5840,85.9455481972038
2205599,Lagoa do Sítio,5219,2022-06-27,9042,3746,3266,62.57903812991
2205607,Landri Sales,5272,2022-06-27,14700,5515,5246,99.5068285280728
2205953,Marcolândia,8590,2022-06-27,16462,6928,5956,69.3364377182771
2206001,Marcos Parente,4546,2022-06-27,12041,4586,4233,93.1148262208535
2206050,Massapê do Piauí,6456,2022-06-27,13235,5198,4620,71.5613382899628
2206506,Monsenhor Hipólito,7785,2022-06-27,21219,7659,7270,93.3847141939628
2206605,Monte Alegre do Piauí,10618,2022-06-27,20658,8643,7744,72.9327556978716
2206654,Morro Cabeça no Tempo,4527,2022-06-27,9510,3670,3384,74.751491053678
2206696,Murici dos Portelas,9258,2022-06-27,14792,5652,5230,56.4916828688702
2207793,Pau D'Arco do Piauí,4084,2022-06-27,7024,2693,2482,60.7737512242899
2208551,Porto Alegre do Piauí,2728,2022-06-27,5634,2195,2039,74.7434017595308
2209351,Santana do Piauí,4650,2022-06-27,10808,3892,3682,79.1827956989247
2209559,São Braz do Piauí,4454,2022-06-27,10381,3824,3594,80.69151324652
2209872,São João da Fronteira,6084,2022-06-27,12379,5056,4555,74.8685075608153
2210201,São José do Piauí,6696,2022-06-27,16269,6380,5866,87.6045400238949
2210359,São Lourenço do Piauí,4581,2022-06-27,11466,4083,3863,84.3265662519101
2210391,São Miguel do Fidalgo,3037,2022-06-27,6345,2508,2227,73.3289430358907
2210938,Sussuapara,6801,2022-06-27,17675,6555,6260,92.0452874577268
2210979,Tanque do Piauí,2781,2022-06-27,6519,2356,2248,80.834232290543
2211357,Várzea Branca,4930,2022-06-27,10724,4040,3853,78.1541582150102
2211605,Vila Nova do Piauí,2935,2022-06-27,7517,2680,2706,92.1976149914821
2300150,Acarape,15140,2022-06-27,23536,10876,8469,55.9379128137385
2300200,Acaraú,63556,2022-06-27,106609,48630,38876,61.1681037195544
2300507,Alcântaras,11846,2022-06-27,27301,11271,8959,75.6289042714841
2300606,Altaneira,7712,2022-06-27,18486,7493,5990,77.6711618257261
2300705,Alto Santo,16077,2022-06-27,33104,13875,11826,73.558499720097
2300804,Antonina do Norte,7402,2022-06-27,17667,7262,6224,84.0853823291002
2300903,Apuiarés,14742,2022-06-27,28144,12568,9615,65.2218152218152
2301406,Aratuba,11759,2022-06-27,32341,12029,11553,98.2481503529212
2301505,Arneiroz,7848,2022-06-27,11059,5621,3945,50.2675840978593
2301604,Assaré,23537,2022-06-27,54823,22530,19278,81.9050856098908
2301950,Barreira,22715,2022-06-27,44224,19499,16794,73.9335241030156
2303501,Cascavel,72706,2022-06-27,219514,103016,79646,109.545291997909
2303600,Catarina,21041,2022-06-27,29733,10843,9944,47.2601112114443
2303907,Chaval,13112,2022-06-27,26757,11228,9253,70.5689444783405
2303931,Choró,13608,2022-06-27,22187,11084,8211,60.3395061728395
2303956,Chorozinho,20286,2022-06-27,38507,17289,14445,71.206743566992
2304004,Coreaú,23340,2022-06-27,35139,17291,12197,52.2579263067695
2304251,Cruz,25121,2022-06-27,53629,23979,19663,78.2731579156881
2304269,Deputado Irapuan Pinheiro,9698,2022-06-27,24076,8933,8078,83.2955248504847
2304350,Forquilha,24680,2022-06-27,49646,20816,17275,69.9959481361426
2304459,Fortim,16776,2022-06-27,31849,14207,11409,68.0078683834049
2304509,Frecheirinha,14195,2022-06-27,32071,14550,11708,82.4797463895738
2304806,Granjeiro,4784,2022-06-27,10351,4704,3261,68.1647157190635
2305233,Horizonte,69688,2022-06-27,139824,63856,52465,75.2855584892665
2305266,Ibaretama,13385,2022-06-27,27039,11951,9696,72.4392977213298
2305332,Ibicuitinga,12730,2022-06-27,29506,11987,10110,79.4186959937156
2305605,Independência,26196,2022-06-27,61929,26378,22751,86.8491372728661
2306207,Itaiçaba,7904,2022-06-27,30166,12390,11545,146.06528340081
2306801,Jaguaribara,11580,2022-06-27,27038,10969,9868,85.2158894645941
2307809,Marco,27822,2022-06-27,56712,25605,20834,74.8831859679391
2308005,Massapê,39341,2022-06-27,65492,32051,24687,62.7513281309575
2308203,Meruoca,15309,2022-06-27,37396,15015,12385,80.9001241100007
2308351,Milhã,13129,2022-06-27,33785,13559,12040,91.705385025516
2308377,Miraíma,13965,2022-06-27,27673,12335,9729,69.6670247046187
2308906,Morrinhos,22830,2022-06-27,33107,15743,11200,49.0582566798073
2309458,Ocara,25958,2022-06-27,60746,23615,21015,80.9577009014562
2309805,Pacoti,12313,2022-06-27,19016,9764,6937,56.3388288800455
2310001,Palhano,9458,2022-06-27,20713,8551,7234,76.4855149080144
2310258,Paraipaba,33232,2022-06-27,54252,24472,19199,57.7726287915262
2310407,Paramoti,12276,2022-06-27,26394,10946,9050,73.7210817855979
2310605,Penaforte,9207,2022-06-27,22275,9123,7829,85.0331269686109
2310704,Pentecoste,38045,2022-06-27,64168,30614,24401,64.1372059403338
2310852,Pindoretama,20964,2022-06-27,42734,18104,14013,66.8431597023469
2311355,Quixelô,16116,2022-06-27,41760,16002,14303,88.7503102506826
2311405,Quixeramobim,82455,2022-06-27,162309,66409,55209,66.9565217391304
2311504,Quixeré,22432,2022-06-27,44832,18624,16896,75.320970042796
2311603,Redenção,29238,2022-06-27,52891,23906,20009,68.4349134687735
2312007,Santana do Acaraú,32851,2022-06-27,62098,27276,22448,68.332775257983
2312809,Senador Sá,7758,2022-06-27,14600,5931,5136,66.2026295436968
2313252,Tarrafas,8555,2022-06-27,14048,5902,4963,58.0128579777908
2313351,Tejuçuoca,19551,2022-06-27,38706,16669,14207,72.6663597769935
2313559,Tururu,16588,2022-06-27,28365,14382,9805,59.1089944538221
2313757,Umirim,19976,2022-06-27,31562,14585,11269,56.4126952342811
2400406,Água Nova,3293,2022-06-27,7966,2892,2766,83.9963559064683
2400901,Antônio Martins,7162,2022-06-27,16212,6163,5609,78.3161128176487
2401404,Baía Formosa,9373,2022-06-27,18802,7569,6757,72.0900458764537
2401602,Bento Fernandes,5552,2022-06-27,8646,3905,3155,56.8263688760807
2401909,Caiçara do Rio do Vento,3745,2022-06-27,7607,2854,2635,70.3604806408545
2402105,Campo Redondo,11363,2022-06-27,22299,8151,7676,67.5525829446449
2402402,Carnaúba dos Dantas,8297,2022-06-27,17313,7145,6231,75.0994335301917
2402808,Coronel Ezequiel,5501,2022-06-27,11348,4537,4060,73.8047627704054
2403004,Cruzeta,7968,2022-06-27,20047,7582,6803,85.379016064257
2403400,Equador,6064,2022-06-27,13087,5177,4452,73.4168865435356
2403509,Espírito Santo,10463,2022-06-27,15385,6307,5543,52.9771576029819
2403756,Fernando Pedroza,3081,2022-06-27,6734,2719,2453,79.6170074651088
2403806,Florânia,9772,2022-06-27,22263,8214,8031,82.1837904216128
2405405,Japi,4935,2022-06-27,14133,5921,5331,108.024316109422
2405603,Jardim de Piranhas,15044,2022-06-27,28020,10910,9907,65.8534964105291
2406205,Lagoa d'Anta,6851,2022-06-27,13974,5630,5053,73.7556561085973
2406403,Lagoa de Velhos,2732,2022-06-27,6627,2635,2408,88.1405563689605
2406809,Lajes Pintadas,4768,2022-06-27,11882,4521,4198,88.0453020134228
2406908,Lucrécia,4053,2022-06-27,12299,4156,3905,96.3483839131507
2407401,Martins,8790,2022-06-27,26476,9182,8603,97.872582480091
2407609,Messias Targino,4665,2022-06-27,8619,3509,3066,65.7234726688103
2408409,Olho d'Água do Borges,4231,2022-06-27,10772,3764,3495,82.6045852044434
2408508,Ouro Branco,4813,2022-06-27,12308,4428,4213,87.5337627259506
2408607,Paraná,4298,2022-06-27,10685,4012,3881,90.2978129362494
2409209,Passagem,3114,2022-06-27,6043,2350,2088,67.0520231213873
2409332,Santa Maria,5689,2022-06-27,10826,4467,3900,68.5533485674108
2409506,Pedra Grande,3163,2022-06-27,7788,3249,2885,91.2108757508694
2409704,Pedro Avelino,6591,2022-06-27,11666,4538,4106,62.2970717645274
2410306,Serra Caiada,10646,2022-06-27,20312,8169,7111,66.7950403907571
2410504,Rafael Fernandes,5158,2022-06-27,14377,5126,4764,92.3613803799922
2410702,Riacho da Cruz,3648,2022-06-27,7659,2920,2569,70.422149122807
2413201,Senador Georgino Avelino,4527,2022-06-27,10669,4300,3786,83.6315440689198
2413557,Serrinha dos Pintos,4832,2022-06-27,12581,4483,4026,83.3195364238411
2413706,Sítio Novo,5600,2022-06-27,10065,3837,3538,63.1785714285714
2413805,Taboleiro Grande,2606,2022-06-27,6632,2771,2388,91.6346891788181
2414506,Umarizal,10485,2022-06-27,28193,10586,9341,89.0891750119218
2415008,Vila Flor,3217,2022-06-27,5108,2201,2012,62.5427416847995
2500403,Alagoa Nova,20992,2022-06-27,49816,20072,18315,87.2475228658537
2500775,Aparecida,8482,2022-06-27,19076,7508,6419,75.6779061542089
2501302,Aroeiras,19081,2022-06-27,47398,18777,17451,91.4574707824538
2501401,Baía da Traição,9197,2022-06-27,21603,9043,8238,89.572686745678
2502300,Bom Sucesso,4937,2022-06-27,14295,4832,4652,94.2272635203565
2502409,Bonito de Santa Fé,12126,2022-06-27,22377,9144,8361,68.951014349332
2503753,Cajazeirinhas,3217,2022-06-27,8185,3461,2872,89.2757227230339
2503803,Caldas Brandão,6077,2022-06-27,15126,5793,5400,88.8596346881685
2504033,Capim,6715,2022-06-27,11595,5113,4764,70.945644080417
2504074,Caraúbas,4206,2022-06-27,11855,4242,4090,97.2420351878269
2504850,Coxixola,1948,2022-06-27,5190,1848,1814,93.1211498973306
2505204,Cuitegi,6748,2022-06-27,16179,6518,5889,87.2703023117961
2505352,Damião,5409,2022-06-27,13134,5017,4641,85.8014420410427
2505600,Diamante,6506,2022-06-27,17139,6222,5890,90.5318167845066
2505808,Duas Estradas,3569,2022-06-27,8975,3743,3322,93.0792939198655
2508703,Mãe d'Água,3988,2022-06-27,8536,3099,2887,72.3921765295888
2509057,Marcação,8746,2022-06-27,16438,7196,6028,68.9229361994055
2509305,Mataraca,8642,2022-06-27,16469,7430,6419,74.2767877806064
2509339,Matinhas,4528,2022-06-27,10322,4257,3786,83.613074204947
2509370,Mato Grosso,2944,2022-06-27,6793,2712,2467,83.7975543478261
2509909,Natuba,10449,2022-06-27,22127,8289,7765,74.3133314192746
2510006,Nazarezinho,7271,2022-06-27,18706,7397,6915,95.1038371613258
2510105,Nova Floresta,10614,2022-06-27,22725,9076,8198,77.2376107028453
2510303,Nova Palmeira,5011,2022-06-27,11468,4030,3891,77.6491718219916
2510600,Ouro Velho,3052,2022-06-27,8691,3226,3085,101.08125819135
2512721,Pedro Régis,6139,2022-06-27,10575,4547,3974,64.7336699788239
2512747,Riachão,3650,2022-06-27,7317,2960,2767,75.8082191780822
2512754,Riachão do Bacamarte,4562,2022-06-27,10001,4028,3465,75.9535291538799
2513505,Santana de Mangueira,5098,2022-06-27,12441,4798,4375,85.8179678305218
2513901,São Bento,34650,2022-06-27,65415,29653,25110,72.4675324675325
2513927,São Bentinho,4602,2022-06-27,10083,3880,3635,78.987396784007
2513943,São Domingos do Cariri,2645,2022-06-27,7196,2623,2512,94.9716446124764
2513968,São Domingos,3119,2022-06-27,8390,3072,3055,97.9480602757294
2513984,São Francisco,3377,2022-06-27,11099,3984,3789,112.20017767249
2514305,São José de Caiana,6394,2022-06-27,12868,4900,4677,73.1467000312793
2514651,São José do Brejo do Cruz,1821,2022-06-27,3715,1485,1386,76.1120263591433
2515005,São Miguel de Taipu,7450,2022-06-27,15739,6530,5907,79.2885906040268
2515401,São Vicente do Seridó,10919,2022-06-27,22161,9652,8354,76.5088378056599
2517209,Vieirópolis,5395,2022-06-27,9479,4234,3764,69.7683039851715
2603108,Cachoeirinha,20618,2022-06-27,42612,17766,14979,72.6501115530119
2603504,Camocim de São Félix,19032,2022-06-27,39367,16659,14690,77.1857923497268
2604809,Cortês,12543,2022-06-27,25735,11035,9693,77.2781631188711
2605459,Fernando de Noronha,3140,2022-06-27,6604,2482,2293,73.0254777070064
2605509,Ferreiros,12216,2022-06-27,27237,10953,9874,80.8284217419777
2606705,Ibirajuba,7773,2022-06-27,19348,7259,6784,87.2764698314679
2607109,Ingazeira,4537,2022-06-27,11531,4323,4002,88.2080670046286
2608008,Jataúba,17305,2022-06-27,35297,14904,12318,71.1817393816816
2609204,Maraial,11098,2022-06-27,22208,9434,8361,75.3378987204902
2616183,Vertente do Lério,7526,2022-06-27,19701,7431,6938,92.1870847727877
2700904,Belo Monte,6717,2022-06-27,13461,5324,4789,71.2967098407027
2701803,Carneiros,9568,2022-06-27,17463,7739,6791,70.9761705685619
2701902,Chã Preta,7311,2022-06-27,13830,5683,5211,71.2761592121461
2702207,Coqueiro Seco,5882,2022-06-27,13048,5637,4934,83.8830329819789
2702603,Feira Grande,22192,2022-06-27,43040,18790,16347,73.6616798846431
2702702,Feliz Deserto,4803,2022-06-27,9244,3957,3543,73.7663960024984
2703403,Jacaré dos Homens,5185,2022-06-27,13536,5415,5031,97.029893924783
2703502,Jacuípe,6992,2022-06-27,11521,5135,4418,63.1864988558352
2703759,Jequiá da Praia,11495,2022-06-27,20079,8834,7977,69.3953892996955
2703908,Jundiá,4119,2022-06-27,8335,3800,3229,78.3928137897548
2704609,Maravilha,8850,2022-06-27,21686,9069,8400,94.9152542372881
2704906,Mar Vermelho,3474,2022-06-27,8982,3394,3177,91.4507772020725
2705101,Matriz de Camaragibe,24627,2022-06-27,36595,17528,14458,58.7079221992123
2705309,Minador do Negrão,5315,2022-06-27,12836,5176,4780,89.934148635936
2705408,Monteirópolis,7171,2022-06-27,12608,5705,4814,67.1315018825826
2705903,Olho d'Água Grande,5133,2022-06-27,7883,3889,3073,59.8675238651861
2706505,Passo de Camaragibe,15270,2022-06-27,21868,10177,8621,56.4571054354944
2707404,Porto de Pedras,7618,2022-06-27,11605,5892,4603,60.4226831189289
2707800,Roteiro,6634,2022-06-27,12617,5864,4980,75.0678323786554
2708105,Santana do Mundaú,10637,2022-06-27,25998,10593,10011,94.1148820156059
2708204,São Brás,6977,2022-06-27,13833,5897,5340,76.5371936362334
2708709,São Miguel dos Milagres,8073,2022-06-27,11594,5449,4627,57.3145051405921
2800100,Amparo do São Francisco,2386,2022-06-27,5409,2338,2149,90.0670578373848
2801108,Canhoba,4003,2022-06-27,9644,4037,3542,88.483637272046
2801603,Cedro de São João,5929,2022-06-27,13852,5559,5091,85.8660819699781
2802007,Divina Pastora,5290,2022-06-27,12969,4951,4524,85.5198487712666
2802205,Feira Nova,5617,2022-06-27,11931,5265,4520,80.4700017803098
2802403,Gararu,11599,2022-06-27,26233,10604,9503,81.9294766790241
2802502,General Maynard,3421,2022-06-27,8135,2976,2799,81.8181818181818
2802601,Gracho Cardoso,5831,2022-06-27,12151,5353,4494,77.0708283313325
2802809,Indiaroba,18337,2022-06-27,32974,14131,12305,67.1047608660086
2803104,Itabi,4869,2022-06-27,11046,4432,3933,80.7763401109057
2803401,Japoatã,13422,2022-06-27,30714,12745,10667,79.4739979138728
2803708,Macambira,7002,2022-06-27,17391,6924,6238,89.0888317623536
2804003,Maruim,17328,2022-06-27,33298,13818,12006,69.286703601108
