IBGE,Municipio,population
3547601,Santa Rosa de Viterbo,26960
3547650,Santa Salete,1558
3547700,Santo Anastácio,20855
3547809,Santo André,723889
3547908,Santo Antônio da Alegria,7024
3548005,Santo Antônio de Posse,23742
3548054,Santo Antônio do Aracanguá,8541
3548104,Santo Antônio do Jardim,5926
3548203,Santo Antônio do Pinhal,6843
3548302,Santo Expedito,3159
3548401,Santópolis do Aguapeí,4856
3548500,Santos,433991
3548609,São Bento do Sapucaí,10907
3548708,São Bernardo do Campo,849874
3548807,São Caetano do Sul,162763
3548906,São Carlos,256915
3549003,São Francisco,2813
3549102,São João da Boa Vista,92315
3549201,São João das Duas Pontes,2555
3549250,São João de Iracema,1942
3549300,São João do Pau d'Alho,2095
3549409,São Joaquim da Barra,52737
3549508,São José da Bela Vista,8991
3549607,São José do Barreiro,4141
3549706,São José do Rio Pardo,55298
3549805,São José do Rio Preto,469173
3549904,São José dos Campos,737310
3549953,São Lourenço da Serra,16127
3550001,São Luiz do Paraitinga,10693
3550100,São Manuel,41287
3550209,São Miguel Arcanjo,33071
3550308,São Paulo,12396372
3550407,São Pedro,36298
3550506,São Pedro do Turvo,7724
3550605,São Roque,93076
3550704,São Sebastião,91637
3550803,São Sebastião da Grama,12137
3550902,São Simão,15446
3551009,São Vicente,370839
3551108,Sarapuí,10493
3551207,Sarutaiá,3623
3551306,Sebastianópolis do Sul,3595
3551405,Serra Azul,15292
3551504,Serrana,46166
3551603,Serra Negra,29669
3551702,Sertãozinho,128432
3551801,Sete Barras,12731
3551900,Severínia,17820
3552007,Silveiras,6375
3552106,Socorro,41690
3552205,Sorocaba,695328
3552304,Sud Mennucci,7738
3552403,Sumaré,289875
3552502,Suzano,303397
3552551,Suzanápolis,4063
3552601,Tabapuã,12561
3552700,Tabatinga,16787
3552809,Taboão da Serra,297528
3552908,Taciba,6371
3553005,Taguaí,14415
3553104,Taiaçu,6346
3553203,Taiúva,5562
3553302,Tambaú,23255
3553401,Tanabi,26231
3553500,Tapiraí,7725
3553609,Tapiratiba,12940
3553658,Taquaral,2815
3553708,Taquaritinga,57547
3553807,Taquarituba,23292
3553856,Taquarivaí,5968
3553906,Tarabai,7609
3553955,Tarumã,15361
3554003,Tatuí,124134
3554102,Taubaté,320820
3554201,Tejupá,4452
3554300,Teodoro Sampaio,23395
3554409,Terra Roxa,9502
3554508,Tietê,42946
3554607,Timburi,2647
3554656,Torre de Pedra,2432
3554706,Torrinha,10100
3554755,Trabiju,1752
3554805,Tremembé,48228
3554904,Três Fronteiras,5856
3554953,Tuiuti,7058
3555000,Tupã,65615
3555109,Tupi Paulista,15670
3555208,Turiúba,2024
3555307,Turmalina,1667
3555356,Ubarana,6488
3555406,Ubatuba,92819
3555505,Ubirajara,4828
3555604,Uchoa,10191
3555703,União Paulista,1886
3555802,Urânia,9125
3555901,Uru,1142
3556008,Urupês,13965
3556107,Valentim Gentil,13732
3556206,Valinhos,133169
3556305,Valparaíso,27154
3556354,Vargem,10842
3556404,Vargem Grande do Sul,43368
3556453,Vargem Grande Paulista,54315
3556503,Várzea Paulista,124269
3556602,Vera Cruz,10804
3556701,Vinhedo,81516
3556800,Viradouro,19133
3556909,Vista Alegre do Alto,9163
3556958,Vitória Brasil,1852
3557006,Votorantim,124468
3557105,Votuporanga,96106
3557154,Zacarias,2784
3557204,Chavantes,12418
3557303,Estiva Gerbi,11507
4100103,Abatiá,7360
4100202,Adrianópolis,5797
4100301,Agudos do Sul,9567
4100400,Almirante Tamandaré,121420
4100459,Altamira do Paraná,1429
4100509,Altônia,22293
4100608,Alto Paraná,14945
4100707,Alto Piquiri,9722
4100806,Alvorada do Sul,11598
4100905,Amaporã,6405
4101002,Ampére,19466
4101051,Anahy,2774
4101101,Andirá,19823
4101150,Ângulo,2931
4101200,Antonina,18919
4101309,Antônio Olinto,7421
4101408,Apucarana,137438
4101507,Arapongas,126545
4101606,Arapoti,28480
4101655,Arapuã,2951
4101705,Araruna,14029
4101804,Araucária,148522
4101853,Ariranha do Ivaí,2026
4101903,Assaí,14792
4102000,Assis Chateaubriand,33306
4102109,Astorga,26304
4102208,Atalaia,3871
4102307,Balsa Nova,13238
4102406,Bandeirantes,31061
4102505,Barbosa Ferraz,11287
4102604,Barracão,10347
4102703,Barra do Jacaré,2781
4102752,Bela Vista da Caroba,3404
4102802,Bela Vista do Paraíso,15400
4102901,Bituruna,16411
4103008,Boa Esperança,3991
4103024,Boa Esperança do Iguaçu,2437
4103040,Boa Ventura de São Roque,6343
4103057,Boa Vista da Aparecida,7524
4103107,Bocaiúva do Sul,13308
4103156,Bom Jesus do Sul,3472
4103206,Bom Sucesso,7103
4103222,Bom Sucesso do Sul,3244
4103305,Borrazópolis,6290
4103354,Braganey,5338
4103370,Brasilândia do Sul,2521
4103404,Cafeara,2973
4103453,Cafelândia,18783
4103479,Cafezal do Sul,3975
4103503,Califórnia,8641
4103602,Cambará,25569
4103701,Cambé,108126
4103800,Cambira,7967
4103909,Campina da Lagoa,13888
4103958,Campina do Simão,3831
4104006,Campina Grande do Sul,44072
4104055,Campo Bonito,3694
4104105,Campo do Tenente,8118
4104204,Campo Largo,135678
4104253,Campo Magro,30151
4104303,Campo Mourão,96102
4104402,Cândido de Abreu,14606
4104428,Candói,16126
4104451,Cantagalo,13340
4104501,Capanema,19172
4104600,Capitão Leônidas Marques,15887
4104659,Carambeí,24225
4104709,Carlópolis,14391
4104808,Cascavel,336073
4104907,Castro,72125
4105003,Catanduvas,10144
4105102,Centenário do Sul,10704
4105201,Cerro Azul,17884
4105300,Céu Azul,11872
4105409,Chopinzinho,19083
4105508,Cianorte,84980
4105607,Cidade Gaúcha,12939
4105706,Clevelândia,16344
4105805,Colombo,249277
4105904,Colorado,24271
4106001,Congonhinhas,8896
4106100,Conselheiro Mairinck,3891
4106209,Contenda,19082
4106308,Corbélia,17162
4106407,Cornélio Procópio,47840
4106456,Coronel Domingos Soares,7538
4106506,Coronel Vivida,20430
4106555,Corumbataí do Sul,3038
4106571,Cruzeiro do Iguaçu,4229
4106605,Cruzeiro do Oeste,20962
4106704,Cruzeiro do Sul,4430
4106803,Cruz Machado,18772
4106852,Cruzmaltina,2892
4106902,Curitiba,1963726
4107009,Curiúva,15289
4107108,Diamante do Norte,4975
4107124,Diamante do Sul,3409
4107157,Diamante D'Oeste,5279
4107207,Dois Vizinhos,41424
4107256,Douradina,8988
4107306,Doutor Camargo,5987
4107405,Enéas Marques,5906
4107504,Engenheiro Beltrão,13962
4107520,Esperança Nova,1633
4107538,Entre Rios do Oeste,4651
4107546,Espigão Alto do Iguaçu,3980
4107553,Farol,2995
4107603,Faxinal,17379
4107652,Fazenda Rio Grande,103750
4107702,Fênix,4734
4107736,Fernandes Pinheiro,5561
4107751,Figueira,7625
4107801,Floraí,4883
4107850,Flor da Serra do Sul,4583
4107900,Floresta,6926
4108007,Florestópolis,10360
4108106,Flórida,2709
4108205,Formosa do Oeste,6345
4108304,Foz do Iguaçu,257971
4108320,Francisco Alves,5942
4108403,Francisco Beltrão,93308
4108452,Foz do Jordão,4466
4108502,General Carneiro,13661
4108551,Godoy Moreira,2850
4108601,Goioerê,28734
4108650,Goioxim,6997
4108700,Grandes Rios,5379
4108809,Guaíra,33497
4108908,Guairaçá,6635
4108957,Guamiranga,8881
4109005,Guapirama,3767
4109104,Guaporema,2239
4109203,Guaraci,5557
4109302,Guaraniaçu,11969
4109401,Guarapuava,183755
4109500,Guaraqueçaba,7554
4109609,Guaratuba,37974
4109658,Honório Serpa,5030
4109708,Ibaiti,31854
4109757,Ibema,6387
4109807,Ibiporã,55688
4109906,Icaraíma,7671
4110003,Iguaraçu,4475
4110052,Iguatu,2251
4110078,Imbaú,13449
4110102,Imbituva,33306
4110201,Inácio Martins,11117
4110300,Inajá,3122
4110409,Indianópolis,4472
4110508,Ipiranga,15327
4110607,Iporã,13642
4110656,Iracema do Oeste,2216
4110706,Irati,61439
4110805,Iretama,10029
4110904,Itaguajé,4426
4110953,Itaipulândia,11588
4111001,Itambaracá,6516
4111100,Itambé,6110
4111209,Itapejara d'Oeste,12220
4111258,Itaperuçu,29493
4111308,Itaúna do Sul,2700
4111407,Ivaí,14049
4111506,Ivaiporã,31886
4111555,Ivaté,8294
4111605,Ivatuba,3299
4111704,Jaboti,5332
4111803,Jacarezinho,39268
4111902,Jaguapitã,13861
4112009,Jaguariaíva,35192
4112108,Jandaia do Sul,21281
4112207,Janiópolis,4948
4112306,Japira,4929
4112405,Japurá,9573
4112504,Jardim Alegre,11067
4112603,Jardim Olinda,1309
4112702,Jataizinho,12687
4112751,Jesuítas,8251
4112801,Joaquim Távora,12108
4112900,Jundiaí do Sul,3248
4112959,Juranda,7244
4113007,Jussara,7069
4113106,Kaloré,3996
4113205,Lapa,48651
4113254,Laranjal,5719
4113304,Laranjeiras do Sul,32167
4113403,Leópolis,3896
4113429,Lidianópolis,3155
4113452,Lindoeste,4488
4113502,Loanda,23393
4113601,Lobato,4850
4113700,Londrina,580870
4113734,Luiziana,7217
4113759,Lunardelli,4695
4113809,Lupionópolis,4969
4113908,Mallet,13697
4114005,Mamborê,12900
4114104,Mandaguaçu,23373
4114203,Mandaguari,34628
4114302,Mandirituba,27750
4114351,Manfrinópolis,2442
4114401,Mangueirinha,16572
4114500,Manoel Ribas,13517
4114609,Marechal Cândido Rondon,54031
4114708,Maria Helena,5593
4114807,Marialva,36103
4114906,Marilândia do Sul,8793
4115002,Marilena,7093
4115101,Mariluz,10327
4115200,Maringá,436472
4115309,Mariópolis,6655
4115358,Maripá,5562
4115408,Marmeleiro,14407
4115457,Marquinho,4283
4115507,Marumbi,4676
4115606,Matelândia,18266
4115705,Matinhos,35705
4115739,Mato Rico,3142
4115754,Mauá da Serra,10994
4115804,Medianeira,46940
4115853,Mercedes,5617
4115903,Mirador,2180
4116000,Miraselva,1786
4116059,Missal,10706
4116109,Moreira Sales,11966
4116208,Morretes,16485
4116307,Munhoz de Melo,4034
4116406,Nossa Senhora das Graças,4009
4116505,Nova Aliança do Ivaí,1560
4116604,Nova América da Colina,3424
4116703,Nova Aurora,10131
4116802,Nova Cantu,4827
4116901,Nova Esperança,28062
4116950,Nova Esperança do Sudoeste,5014
4117008,Nova Fátima,8120
4117057,Nova Laranjeiras,11462
4117107,Nova Londrina,13188
4117206,Nova Olímpia,5846
4117214,Nova Santa Bárbara,4304
4117222,Nova Santa Rosa,8311
4117255,Nova Prata do Iguaçu,10540
4117271,Nova Tebas,5252
4117297,Novo Itacolomi,2836
4117305,Ortigueira,21783
4117404,Ourizona,3423
4117453,Ouro Verde do Oeste,6036
4117503,Paiçandu,42251
4117602,Palmas,52503
4117701,Palmeira,34109
4117800,Palmital,12755
4117909,Palotina,32389
4118006,Paraíso do Norte,14211
4118105,Paranacity,11685
4118204,Paranaguá,157378
4118303,Paranapoema,3277
4118402,Paranavaí,89454
4118451,Pato Bragado,5755
4118501,Pato Branco,84779
4118600,Paula Freitas,5942
4118709,Paulo Frontin,7418
4118808,Peabiru,14017
4118857,Perobal,6194
4118907,Pérola,11406
4119004,Pérola d'Oeste,6232
4119103,Piên,13015
4119152,Pinhais,134788
4119202,Pinhalão,6323
4119251,Pinhal de São Bento,2742
4119301,Pinhão,32722
4119400,Piraí do Sul,25779
4119509,Piraquara,116852
4119608,Pitanga,29686
4119657,Pitangueiras,3298
4119707,Planaltina do Paraná,4281
4119806,Planalto,13385
4119905,Ponta Grossa,358838
4119954,Pontal do Paraná,28529
4120002,Porecatu,12587
4120101,Porto Amazonas,4899
4120150,Porto Barreiro,3133
4120200,Porto Rico,2554
4120309,Porto Vitória,4057
4120333,Prado Ferreira,3806
4120358,Pranchita,5035
4120408,Presidente Castelo Branco,5395
4120507,Primeiro de Maio,11138
4120606,Prudentópolis,52776
4120655,Quarto Centenário,4420
4120705,Quatiguá,7504
4120804,Quatro Barras,24253
4120853,Quatro Pontes,4043
4120903,Quedas do Iguaçu,34707
4121000,Querência do Norte,12257
4121109,Quinta do Sol,4444
4121208,Quitandinha,19388
4121257,Ramilândia,4500
4121307,Rancho Alegre,3760
4121356,Rancho Alegre D'Oeste,2602
4121406,Realeza,16976
4121505,Rebouças,14991
4121604,Renascença,6772
4121703,Reserva,26933
4121752,Reserva do Iguaçu,8127
4121802,Ribeirão Claro,10622
4121901,Ribeirão do Pinhal,12869
4122008,Rio Azul,15433
4122107,Rio Bom,3162
4122156,Rio Bonito do Iguaçu,13240
4122172,Rio Branco do Ivaí,4121
4122206,Rio Branco do Sul,32635
4122305,Rio Negro,34645
4122404,Rolândia,68165
4122503,Roncador,9447
4122602,Rondon,9664
4122651,Rosário do Ivaí,4595
4122701,Sabáudia,6954
4122800,Salgado Filho,3389
4122909,Salto do Itararé,4862
4123006,Salto do Lontra,14957
4123105,Santa Amélia,3208
4123204,Santa Cecília do Pavão,3253
4123303,Santa Cruz de Monte Castelo,7705
4123402,Santa Fé,12330
4123501,Santa Helena,27036
4123600,Santa Inês,1568
4123709,Santa Isabel do Ivaí,8484
4123808,Santa Izabel do Oeste,14924
4123824,Santa Lúcia,3795
4123857,Santa Maria do Oeste,9210
4123907,Santa Mariana,11523
4123956,Santa Mônica,4052
4124004,Santana do Itararé,4916
4124020,Santa Tereza do Oeste,10055
4124053,Santa Terezinha de Itaipu,23927
4124103,Santo Antônio da Platina,46503
4124202,Santo Antônio do Caiuá,2611
4124301,Santo Antônio do Paraíso,2032
4124400,Santo Antônio do Sudoeste,20354
4124509,Santo Inácio,5422
4124608,São Carlos do Ivaí,6961
4124707,São Jerônimo da Serra,11088
4124806,São João,10122
4124905,São João do Caiuá,5819
4125001,São João do Ivaí,9897
4125100,São João do Triunfo,15359
4125209,São Jorge d'Oeste,9005
4125308,São Jorge do Ivaí,5535
4125357,São Jorge do Patrocínio,5532
4125407,São José da Boa Vista,6115
4125456,São José das Palmeiras,3601
4125506,São José dos Pinhais,334620
4125555,São Manoel do Paraná,2165
4125605,São Mateus do Sul,47137
4125704,São Miguel do Iguaçu,27696
4125753,São Pedro do Iguaçu,5745
4125803,São Pedro do Ivaí,11109
4125902,São Pedro do Paraná,2265
4126009,São Sebastião da Amoreira,8865
4126108,São Tomé,5778
4126207,Sapopema,6708
4126256,Sarandi,98888
4126272,Saudade do Iguaçu,5578
4126306,Sengés,19441
4126355,Serranópolis do Iguaçu,4460
4126405,Sertaneja,5149
4126504,Sertanópolis,16456
4126603,Siqueira Campos,21476
4126652,Sulina,2880
4126678,Tamarana,15277
4126702,Tamboara,5196
4126801,Tapejara,16480
4126900,Tapira,5452
4127007,Teixeira Soares,12761
4127106,Telêmaco Borba,80588
4127205,Terra Boa,17304
4127304,Terra Rica,17054
4127403,Terra Roxa,17562
4127502,Tibagi,20688
4127601,Tijucas do Sul,17295
4127700,Toledo,144601
4127809,Tomazina,7699
4127858,Três Barras do Paraná,12036
4127882,Tunas do Paraná,9269
4127908,Tuneiras do Oeste,8502
4127957,Tupãssi,8105
4127965,Turvo,12977
4128005,Ubiratã,20809
4128104,Umuarama,113416
4128203,União da Vitória,58298
4128302,Uniflor,2623
4128401,Uraí,11233
4128500,Wenceslau Braz,19358
4128534,Ventania,12267
4128559,Vera Cruz do Oeste,8389
4128609,Verê,7094
4128625,Alto Paraíso,2630
4128633,Doutor Ulysses,5525
4128658,Virmond,4051
4128708,Vitorino,6879
4128807,Xambrê,5584
4200051,Abdon Batista,2534
4200101,Abelardo Luz,18015
4200200,Agrolândia,11160
4200309,Agronômica,5570
4200408,Água Doce,7160
4200507,Águas de Chapecó,6544
4200556,Águas Frias,2341
4200606,Águas Mornas,6646
4200705,Alfredo Wagner,10136
4200754,Alto Bela Vista,1915
4200804,Anchieta,5477
4200903,Angelina,4686
4201000,Anita Garibaldi,6783
4201109,Anitápolis,3223
4201208,Antônio Carlos,8712
4201257,Apiúna,10951
4201273,Arabutã,4268
4201307,Araquari,40890
4201406,Araranguá,69493
4201505,Armazém,8843
4201604,Arroio Trinta,3547
4201653,Arvoredo,2228
4201703,Ascurra,8021
4201802,Atalanta,3179
4201901,Aurora,5687
4201950,Balneário Arroio do Silva,13782
4202008,Balneário Camboriú,149227
4202057,Balneário Barra do Sul,11271
4202073,Balneário Gaivota,11537
4202081,Bandeirante,2618
4202099,Barra Bonita,1625
4202107,Barra Velha,30539
4202131,Bela Vista do Toldo,6386
4202156,Belmonte,2712
4202206,Benedito Novo,11896
4202305,Biguaçu,70471
4202404,Blumenau,366418
4202438,Bocaina do Sul,3501
4202453,Bombinhas,20889
4202503,Bom Jardim da Serra,4801
4202537,Bom Jesus,3104
4202578,Bom Jesus do Oeste,2136
4202602,Bom Retiro,10153
4202701,Botuverá,5396
4202800,Braço do Norte,34294
4202859,Braço do Trombudo,3794
4202875,Brunópolis,2318
4202909,Brusque,140597
4203006,Caçador,80017
4203105,Caibi,6112
4203154,Calmon,3325
4203204,Camboriú,87179
4203253,Capão Alto,2467
4203303,Campo Alegre,11985
4203402,Campo Belo do Sul,6889
4203501,Campo Erê,8312
4203600,Campos Novos,36861
4203709,Canelinha,12553
4203808,Canoinhas,54558
4203907,Capinzal,23218
4203956,Capivari de Baixo,25477
4204004,Catanduvas,11106
4204103,Caxambu do Sul,3462
4204152,Celso Ramos,2709
4204178,Cerro Negro,3013
4204194,Chapadão do Lageado,3025
4204202,Chapecó,227587
4204251,Cocal do Sul,16956
4204301,Concórdia,75683
4204350,Cordilheira Alta,4585
4204400,Coronel Freitas,9900
4204459,Coronel Martins,2560
4204509,Corupá,16300
4204558,Correia Pinto,12315
4204608,Criciúma,219393
4204707,Cunha Porã,11150
4204756,Cunhataí,1972
4204806,Curitibanos,40037
4204905,Descanso,8136
4205001,Dionísio Cerqueira,15592
4205100,Dona Emma,4224
4205159,Doutor Pedrinho,4164
4205175,Entre Rios,3232
4205191,Ermo,2059
4205209,Erval Velho,4423
4205308,Faxinal dos Guedes,10630
4205357,Flor do Sertão,1575
4205407,Florianópolis,516524
4205431,Formosa do Sul,2481
4205456,Forquilhinha,27621
4205506,Fraiburgo,36723
4205555,Frei Rogério,1918
4205605,Galvão,2711
4205704,Garopaba,24070
4205803,Garuva,18816
4205902,Gaspar,71925
4206009,Governador Celso Ramos,14739
4206108,Grão Pará,6621
4206207,Gravatal,11652
4206306,Guabiruba,24922
4206405,Guaraciaba,9964
4206504,Guaramirim,46757
4206603,Guarujá do Sul,5196
4206652,Guatambú,4692
4206702,Herval d'Oeste,22820
4206751,Ibiam,1952
4206801,Ibicaré,3154
4206900,Ibirama,19238
4207007,Içara,58055
4207106,Ilhota,14531
4207205,Imaruí,9764
4207304,Imbituba,45711
4207403,Imbuia,6284
4207502,Indaial,72346
4207577,Iomerê,2979
4207601,Ipira,4367
4207650,Iporã do Oeste,9093
4207684,Ipuaçu,7643
4207700,Ipumirim,7647
4207759,Iraceminha,3901
4207809,Irani,10575
4207858,Irati,1887
4207908,Irineópolis,11354
4208005,Itá,6091
4208104,Itaiópolis,21889
4208203,Itajaí,226617
4208302,Itapema,69323
4208401,Itapiranga,17139
4208450,Itapoá,21766
4208500,Ituporanga,25619
4208609,Jaborá,3899
4208708,Jacinto Machado,10337
4208807,Jaguaruna,20547
4208906,Jaraguá do Sul,184579
4208955,Jardinópolis,1520
4209003,Joaçaba,30684
4209102,Joinville,604708
4209151,José Boiteux,5019
4209177,Jupiá,2083
4209201,Lacerdópolis,2248
4209300,Lages,157158
4209409,Laguna,46424
4209458,Lajeado Grande,1408
4209508,Laurentino,7154
4209607,Lauro Müller,15380
4209706,Lebon Régis,12122
4209805,Leoberto Leal,2960
4209854,Lindóia do Sul,4530
4209904,Lontras,12497
4210001,Luiz Alves,13347
4210035,Luzerna,5683
4210050,Macieira,1757
4210100,Mafra,56825
4210209,Major Gercino,3465
4210308,Major Vieira,8209
4210407,Maracajá,7461
4210506,Maravilha,26463
4210555,Marema,1703
4210605,Massaranduba,17330
4210704,Matos Costa,2442
4210803,Meleiro,6989
4210852,Mirim Doce,2257
4210902,Modelo,4227
4211009,Mondaí,12034
4211058,Monte Carlo,9945
4211108,Monte Castelo,8263
4211207,Morro da Fumaça,18095
4211256,Morro Grande,2884
4211306,Navegantes,85734
4211405,Nova Erechim,5163
4211454,Nova Itaberaba,4327
4211504,Nova Trento,15010
4211603,Nova Veneza,15515
4211652,Novo Horizonte,2366
4211702,Orleans,23161
4211751,Otacílio Costa,19201
4211801,Ouro,7251
4211850,Ouro Verde,2197
4211876,Paial,1444
4211892,Painel,2352
4211900,Palhoça,178679
4212007,Palma Sola,7321
4212056,Palmeira,2673
4212106,Palmitos,16144
4212205,Papanduva,19521
4212239,Paraíso,3284
4212254,Passo de Torres,9269
4212270,Passos Maia,4072
4212304,Paulo Lopes,7642
4212403,Pedras Grandes,3931
4212502,Penha,34022
4212601,Peritiba,2733
4212650,Pescaria Brava,10225
4212700,Petrolândia,5873
4212809,Balneário Piçarras,24385
4212908,Pinhalzinho,21103
4213005,Pinheiro Preto,3635
4213104,Piratuba,3637
4213153,Planalto Alegre,2907
4213203,Pomerode,34561
4213302,Ponte Alta,4619
4213351,Ponte Alta do Norte,3426
4213401,Ponte Serrada,11674
4213500,Porto Belo,22466
4213609,Porto União,35685
4213708,Pouso Redondo,17965
4213807,Praia Grande,7305
4213906,Presidente Castello Branco,1526
4214003,Presidente Getúlio,17973
4214102,Presidente Nereu,2279
4214151,Princesa,2950
4214201,Quilombo,9773
4214300,Rancho Queimado,2897
4214409,Rio das Antas,6199
4214508,Rio do Campo,5864
4214607,Rio do Oeste,7552
4214706,Rio dos Cedros,11937
4214805,Rio do Sul,72931
4214904,Rio Fortuna,4630
4215000,Rio Negrinho,42684
4215059,Rio Rufino,2484
4215075,Riqueza,4525
4215109,Rodeio,11647
4215208,Romelândia,4584
4215307,Salete,7674
4215356,Saltinho,3727
4215406,Salto Veloso,4792
4215455,Sangão,13128
4215505,Santa Cecília,17004
4215554,Santa Helena,2178
4215604,Santa Rosa de Lima,2151
4215653,Santa Rosa do Sul,8397
4215679,Santa Terezinha,8760
4215687,Santa Terezinha do Progresso,2317
4215695,Santiago do Sul,1211
4215703,Santo Amaro da Imperatriz,23907
4215752,São Bernardino,2239
4215802,São Bento do Sul,86317
4215901,São Bonifácio,2791
4216008,São Carlos,11456
4216057,São Cristóvão do Sul,5646
4216107,São Domingos,9422
4216206,São Francisco do Sul,54751
4216255,São João do Oeste,6423
4216305,São João Batista,39719
4216354,São João do Itaperiú,3784
4216404,São João do Sul,7332
4216503,São Joaquim,27322
4216602,São José,253705
4216701,São José do Cedro,13811
4216800,São José do Cerrito,8054
4216909,São Lourenço do Oeste,24501
4217006,São Ludgero,13886
4217105,São Martinho,3162
4217154,São Miguel da Boa Vista,1794
4217204,São Miguel do Oeste,41246
4217253,São Pedro de Alcântara,6046
4217303,Saudades,9874
4217402,Schroeder,22605
4217501,Seara,17610
4217550,Serra Alta,3249
4217600,Siderópolis,14176
4217709,Sombrio,31084
4217758,Sul Brasil,2386
4217808,Taió,18576
4217907,Tangará,8648
4217956,Tigrinhos,1606
4218004,Tijucas,39889
4218103,Timbé do Sul,5338
4218202,Timbó,45703
4218251,Timbó Grande,8003
4218301,Três Barras,19455
4218350,Treviso,4002
4218400,Treze de Maio,7104
4218509,Treze Tílias,8138
4218608,Trombudo Central,7506
4218707,Tubarão,107143
4218756,Tunápolis,4507
4218806,Turvo,13080
4218855,União do Oeste,2364
4218905,Urubici,11311
4218954,Urupema,2453
4219002,Urussanga,21419
4219101,Vargeão,3569
4219150,Vargem,2387
4219176,Vargem Bonita,4411
4219200,Vidal Ramos,6321
4219309,Videira,54145
4219358,Vitor Meireles,4907
4219408,Witmarsum,4032
4219507,Xanxerê,52290
4219606,Xavantina,3873
4219705,Xaxim,29254
4219853,Zortéa,3432
4220000,Balneário Rincão,13129
4300034,Aceguá,4981
4300059,Água Santa,3738
4300109,Agudo,16344
4300208,Ajuricaba,6951
4300307,Alecrim,5710
4300406,Alegrete,72493
4300455,Alegria,3287
4300471,Almirante Tamandaré do Sul,1935
4300505,Alpestre,5885
4300554,Alto Alegre,1590
4300570,Alto Feliz,3043
4300604,Alvorada,212352
4300638,Amaral Ferrador,7136
4300646,Ametista do Sul,7396
4300661,André da Rocha,1351
4300703,Anta Gorda,5941
4300802,Antônio Prado,13041
4300851,Arambaré,3544
4300877,Araricá,5840
4300901,Aratiba,6145
4301008,Arroio do Meio,21121
4301057,Arroio do Sal,10483
4301073,Arroio do Padre,2966
4301107,Arroio dos Ratos,14201
4301206,Arroio do Tigre,13452
4301305,Arroio Grande,18185
4301404,Arvorezinha,10422
4301503,Augusto Pestana,6545
4301552,Áurea,3517
4301602,Bagé,121518
4301636,Balneário Pinhal,14645
4301651,Barão,6232
4301701,Barão de Cotegipe,6616
4301750,Barão do Triunfo,7550
4301800,Barracão,5237
4301859,Barra do Guarita,3266
4301875,Barra do Quaraí,4238
4301909,Barra do Ribeiro,13618
4301925,Barra do Rio Azul,1621
4301958,Barra Funda,2563
4302006,Barros Cassal,11167
4302055,Benjamin Constant do Sul,1924
4302105,Bento Gonçalves,123090
4302154,Boa Vista das Missões,2087
4302204,Boa Vista do Buricá,6712
4302220,Boa Vista do Cadeado,2466
4302238,Boa Vista do Incra,2628
4302253,Boa Vista do Sul,2773
4302303,Bom Jesus,11270
4302352,Bom Princípio,14446
4302378,Bom Progresso,1858
4302402,Bom Retiro do Sul,12448
4302451,Boqueirão do Leão,7691
4302501,Bossoroca,6135
4302584,Bozano,2099
4302600,Braga,3271
4302659,Brochier,5132
4302709,Butiá,20963
4302808,Caçapava do Sul,33476
4302907,Cacequi,12291
4303004,Cachoeira do Sul,81552
4303103,Cachoeirinha,132144
4303202,Cacique Doble,5083
4303301,Caibaté,4802
4303400,Caiçara,4659
4303509,Camaquã,66686
4303558,Camargo,2750
4303608,Cambará do Sul,6383
4303673,Campestre da Serra,3402
4303707,Campina das Missões,5325
4303806,Campinas do Sul,5422
4303905,Campo Bom,69981
4304002,Campo Novo,4273
4304101,Campos Borges,3272
4304200,Candelária,31475
4304309,Cândido Godói,6106
4304358,Candiota,9707
4304408,Canela,45957
4304507,Canguçu,56370
4304606,Canoas,349728
4304614,Canudos do Vale,1693
4304622,Capão Bonito do Sul,1628
4304630,Capão da Canoa,55009
4304655,Capão do Cipó,3745
4304663,Capão do Leão,25462
4304671,Capivari do Sul,4793
4304689,Capela de Santana,12183
4304697,Capitão,2770
4304705,Carazinho,62413
4304713,Caraá,8426
4304804,Carlos Barbosa,30630
4304853,Carlos Gomes,1327
4304903,Casca,9070
4304952,Caseiros,3228
4305009,Catuípe,8631
4305108,Caxias do Sul,523716
4305116,Centenário,2865
4305124,Cerrito,6005
4305132,Cerro Branco,4720
4305157,Cerro Grande,2281
4305173,Cerro Grande do Sul,12579
4305207,Cerro Largo,14243
4305306,Chapada,9211
4305355,Charqueadas,41705
4305371,Charrua,3228
4305405,Chiapetta,3684
4305439,Chuí,6832
4305447,Chuvisca,5518
4305454,Cidreira,16897
4305504,Ciríaco,4693
4305587,Colinas,2466
4305603,Colorado,3088
4305702,Condor,6766
4305801,Constantina,9903
4305835,Coqueiro Baixo,1490
4305850,Coqueiros do Sul,2267
4305871,Coronel Barros,2521
4305900,Coronel Bicaco,7213
4305934,Coronel Pilar,1602
4305959,Cotiporã,3824
4305975,Coxilha,2731
4306007,Crissiumal,13269
4306056,Cristal,8121
4306072,Cristal do Sul,2840
4306106,Cruz Alta,59561
4306130,Cruzaltense,1765
4306205,Cruzeiro do Sul,12457
4306304,David Canabarro,4732
4306320,Derrubadas,2718
4306353,Dezesseis de Novembro,2331
4306379,Dilermando de Aguiar,2991
4306403,Dois Irmãos,33547
4306429,Dois Irmãos das Missões,1992
4306452,Dois Lajeados,3410
